player_hand;player_options;player_decision;dealer_hand;dealer_options;dealer_decision;result;
['5', 'K'];[5];1;['K', '3'];[10];1;0;
['5', 'K', '3'];15;1;['K', '3', '2'];13;1;0;
['5', 'K', '3', 'Q'];18;0;['K', '3', '2', '6'];15;0;-1;
['4', '9'];[4];1;['3', '2'];[3];1;0;
['4', '9', '10'];13;1;['3', '2', '3'];5;1;-1;
['K', 'A'];[10];0;['A', '9'];[1, 10];1;0;
['K', 'A'];20;0;['A', '9', 'Q'];19;1;0;
['K', 'A'];20;0;['A', '9', 'Q', 'A'];20;0;-1;
['3', '9'];[3];1;['7', '10'];[7];1;0;
['3', '9', '7'];12;0;['7', '10', '8'];17;1;2;
['10', '10'];[10];1;['Q', 'Q'];[10];1;0;
['10', '10', '6'];20;1;['Q', 'Q', '10'];20;0;1;
['9', 'A'];[9];0;['8', '2'];[8];1;0;
['9', 'A'];19;0;['8', '2', '5'];10;1;0;
['9', 'A'];19;0;['8', '2', '5', 'A'];15;1;0;
['9', 'A'];19;0;['8', '2', '5', 'A', 'Q'];16;1;2;
['4', '6'];[4];1;['6', 'J'];[6];1;0;
['4', '6', '2'];10;1;['6', 'J', 'Q'];16;1;2;
['K', 'A'];[10];1;['7', '9'];[7];1;0;
['K', 'A', '10'];20;0;['7', '9', '10'];16;0;2;
['3', '3'];[3];0;['8', '2'];[8];1;0;
['3', '3'];6;0;['8', '2', '4'];10;1;0;
['3', '3'];6;0;['8', '2', '4', 'A'];14;1;0;
['3', '3'];6;0;['8', '2', '4', 'A', 'J'];15;1;2;
['J', '5'];[10];1;['Q', '3'];[10];1;0;
['J', '5', '2'];15;1;['Q', '3', '2'];13;1;0;
['J', '5', '2', '6'];17;0;['Q', '3', '2', 'Q'];15;1;1;
['6', 'A'];[6];1;['3', '4'];[3];1;0;
['6', 'A', '10'];16;0;['3', '4', '3'];7;1;0;
['6', 'A', '10'];17;0;['3', '4', '3', '10'];10;1;0;
['6', 'A', '10'];17;0;['3', '4', '3', '10', 'J'];20;1;2;
['A', 'A'];[1, 10];1;['K', 'A'];[10];1;0;
['A', 'A', '6'];20;1;['K', 'A', '9'];20;0;0;
['A', 'A', '6', 'Q'];17;0;['K', 'A', '9'];20;0;-1;
['8', 'K'];[8];1;['3', '6'];[3];0;0;
['8', 'K', '8'];18;0;['3', '6'];9;0;-1;
['6', '9'];[6];0;['Q', '9'];[10];1;0;
['6', '9'];15;0;['Q', '9', '8'];19;1;2;
['7', '5'];[7];1;['7', '9'];[7];1;0;
['7', '5', 'Q'];12;1;['7', '9', 'J'];16;1;1;
['5', '8'];[5];1;['3', '2'];[3];0;0;
['5', '8', '8'];13;1;['3', '2'];5;0;0;
['5', '8', '8'];21;0;['3', '2'];5;0;2;
['K', '5'];[10];1;['J', '8'];[10];1;0;
['K', '5', 'Q'];15;1;['J', '8', '9'];18;1;1;
['3', '3'];[3];1;['9', 'A'];[9];1;0;
['3', '3', '9'];6;1;['9', 'A', '3'];19;0;0;
['3', '3', '9', 'J'];15;1;['9', 'A', '3'];13;0;-1;
['6', '4'];[6];1;['9', '10'];[9];1;0;
['6', '4', '7'];10;1;['9', '10', '6'];19;1;2;
['5', 'Q'];[5];1;['K', '5'];[10];1;0;
['5', 'Q', '6'];15;1;['K', '5', '6'];15;1;0;
['5', 'Q', '6'];21;0;['K', '5', '6'];21;0;1;
['2', '8'];[2];0;['3', '6'];[3];1;0;
['2', '8'];10;0;['3', '6', '8'];9;1;0;
['2', '8'];10;0;['3', '6', '8', '5'];17;1;2;
['9', '6'];[9];0;['K', '9'];[10];1;0;
['9', '6'];15;0;['K', '9', '9'];19;0;2;
['7', 'Q'];[7];1;['9', 'Q'];[9];1;0;
['7', 'Q', 'K'];17;1;['9', 'Q', '7'];19;1;1;
['2', '3'];[2];1;['2', '2'];[2];1;0;
['2', '3', '5'];5;1;['2', '2', '8'];4;1;0;
['2', '3', '5', 'Q'];10;1;['2', '2', '8', '6'];12;1;0;
['2', '3', '5', 'Q', '8'];20;1;['2', '2', '8', '6', 'K'];18;1;1;
['7', '8'];[7];0;['3', '8'];[3];1;0;
['7', '8'];15;0;['3', '8', '2'];11;1;0;
['7', '8'];15;0;['3', '8', '2', 'J'];13;0;2;
['8', 'Q'];[8];1;['2', '7'];[2];1;0;
['8', 'Q', '5'];18;1;['2', '7', '7'];9;1;-1;
['K', 'J'];[10];0;['10', '6'];[10];1;0;
['K', 'J'];20;0;['10', '6', '9'];16;1;2;
['10', 'Q'];[10];1;['6', '6'];[6];1;0;
['10', 'Q', 'J'];20;0;['6', '6', 'A'];12;0;-1;
['9', '4'];[9];1;['5', '3'];[5];0;0;
['9', '4', '8'];13;1;['5', '3'];8;0;0;
['9', '4', '8'];21;0;['5', '3'];8;0;2;
['3', '6'];[3];1;['Q', 'A'];[10];1;0;
['3', '6', '6'];9;1;['Q', 'A', 'K'];20;1;0;
['3', '6', '6', '3'];15;0;['Q', 'A', 'K'];21;0;-1;
['A', '4'];[1, 10];1;['7', 'Q'];[7];1;0;
['A', '4', '7'];14;1;['7', 'Q', '7'];17;1;2;
['6', 'K'];[6];1;['7', '6'];[7];0;0;
['6', 'K', '2'];16;1;['7', '6'];13;0;0;
['6', 'K', '2', '3'];18;0;['7', '6'];13;0;2;
['2', '6'];[2];0;['7', '9'];[7];1;0;
['2', '6'];8;0;['7', '9', '2'];16;1;0;
['2', '6'];8;0;['7', '9', '2', '9'];18;0;2;
['J', '4'];[10];0;['J', '3'];[10];1;0;
['J', '4'];14;0;['J', '3', 'A'];13;0;1;
['K', '7'];[10];1;['4', '8'];[4];1;0;
['K', '7', '3'];17;0;['4', '8', 'K'];12;0;2;
['6', '10'];[6];1;['K', '8'];[10];1;0;
['6', '10', '8'];16;1;['K', '8', '2'];18;1;-1;
['10', '10'];[10];1;['K', '2'];[10];1;0;
['10', '10', 'Q'];20;0;['K', '2', '9'];12;1;-1;
['7', '8'];[7];1;['3', '5'];[3];1;0;
['7', '8', '7'];15;1;['3', '5', 'A'];8;0;-1;
['5', 'K'];[5];1;['10', '5'];[10];1;0;
['5', 'K', 'A'];15;1;['10', '5', 'A'];15;1;0;
['5', 'K', 'A', 'J'];16;1;['10', '5', 'A', '3'];16;1;-1;
['3', '4'];[3];1;['8', '3'];[8];1;0;
['3', '4', '4'];7;1;['8', '3', '7'];11;1;0;
['3', '4', '4', '3'];11;1;['8', '3', '7', 'Q'];18;1;2;
['8', '5'];[8];1;['5', '6'];[5];1;0;
['8', '5', '5'];13;1;['5', '6', 'Q'];11;1;0;
['8', '5', '5', 'Q'];18;1;['5', '6', 'Q'];21;0;-1;
['4', '4'];[4];1;['5', '4'];[5];1;0;
['4', '4', '7'];8;1;['5', '4', '9'];9;0;0;
['4', '4', '7', 'Q'];15;1;['5', '4', '9'];18;0;-1;
['K', '9'];[10];0;['4', 'J'];[4];1;0;
['K', '9'];19;0;['4', 'J', 'Q'];14;0;2;
['K', '2'];[10];1;['A', 'K'];[1, 10];0;0;
['K', '2', 'Q'];12;1;['A', 'K'];20;0;-1;
['3', 'Q'];[3];1;['K', '6'];[10];0;0;
['3', 'Q', 'A'];13;0;['K', '6'];16;0;-1;
['8', '6'];[8];0;['2', 'J'];[2];1;0;
['8', '6'];14;0;['2', 'J', '6'];12;1;0;
['8', '6'];14;0;['2', 'J', '6', '9'];18;1;2;
['2', 'K'];[2];1;['7', '10'];[7];0;0;
['2', 'K', '10'];12;1;['7', '10'];17;0;-1;
['6', '8'];[6];1;['9', '7'];[9];1;0;
['6', '8', 'K'];14;1;['9', '7', '2'];16;1;-1;
['J', '8'];[10];0;['A', '7'];[1, 10];1;0;
['J', '8'];18;0;['A', '7', '2'];17;1;0;
['J', '8'];18;0;['A', '7', '2', '4'];19;0;2;
['8', 'Q'];[8];1;['Q', '5'];[10];1;0;
['8', 'Q', '6'];18;1;['Q', '5', 'K'];15;1;1;
['5', 'A'];[5];1;['6', '10'];[6];1;0;
['5', 'A', 'A'];15;0;['6', '10', '8'];16;1;2;
['4', 'A'];[4];1;['9', 'K'];[9];1;0;
['4', 'A', '8'];14;1;['9', 'K', 'K'];19;1;2;
['5', '4'];[5];1;['A', 'J'];[1, 10];1;0;
['5', '4', '9'];9;1;['A', 'J', '5'];20;0;0;
['5', '4', '9', '3'];18;0;['A', 'J', '5'];16;0;2;
['9', 'Q'];[9];0;['2', '6'];[2];1;0;
['9', 'Q'];19;0;['2', '6', 'Q'];8;1;0;
['9', 'Q'];19;0;['2', '6', 'Q', 'K'];18;1;2;
['4', 'J'];[4];1;['6', '10'];[6];1;0;
['4', 'J', '9'];14;0;['6', '10', '9'];16;1;1;
['J', 'K'];[10];0;['9', '4'];[9];1;0;
['J', 'K'];20;0;['9', '4', 'K'];13;1;2;
['5', '6'];[5];1;['K', '8'];[10];1;0;
['5', '6', 'A'];11;1;['K', '8', 'Q'];18;1;2;
['7', '7'];[7];0;['2', 'K'];[2];1;0;
['7', '7'];14;0;['2', 'K', '5'];12;1;0;
['7', '7'];14;0;['2', 'K', '5', '7'];17;1;2;
['7', '7'];[7];0;['10', '7'];[10];1;0;
['7', '7'];14;0;['10', '7', '5'];17;1;2;
['10', 'K'];[10];0;['5', 'Q'];[5];0;2;
['J', 'J'];[10];1;['J', '7'];[10];1;0;
['J', 'J', '2'];20;1;['J', '7', '2'];17;1;-1;
['4', '2'];[4];1;['8', 'K'];[8];1;0;
['4', '2', 'K'];6;1;['8', 'K', 'A'];18;1;0;
['4', '2', 'K', '10'];16;0;['8', 'K', 'A', 'K'];19;0;1;
['3', 'K'];[3];0;['9', '10'];[9];1;0;
['3', 'K'];13;0;['9', '10', '5'];19;1;2;
['8', '3'];[8];1;['8', 'Q'];[8];1;0;
['8', '3', '7'];11;1;['8', 'Q', 'Q'];18;0;2;
['3', '4'];[3];1;['K', '3'];[10];1;0;
['3', '4', '8'];7;1;['K', '3', 'K'];13;1;2;
['6', '4'];[6];1;['Q', 'Q'];[10];0;0;
['6', '4', '7'];10;1;['Q', 'Q'];20;0;0;
['6', '4', '7', '6'];17;0;['Q', 'Q'];20;0;-1;
['A', '7'];[1, 10];1;['A', '8'];[1, 10];1;0;
['A', '7', '5'];17;1;['A', '8', 'A'];18;1;0;
['A', '7', '5', 'K'];13;1;['A', '8', 'A', '5'];19;1;-1;
['5', 'A'];[5];1;['Q', '5'];[10];1;0;
['5', 'A', 'J'];15;1;['Q', '5', 'K'];15;0;2;
['7', 'J'];[7];1;['7', 'J'];[7];1;0;
['7', 'J', '8'];17;1;['7', 'J', '5'];17;0;1;
['A', 'Q'];[1, 10];1;['9', '9'];[9];1;0;
['A', 'Q', '10'];20;1;['9', '9', '2'];18;1;0;
['A', 'Q', '10'];21;0;['9', '9', '2', '3'];20;1;2;
['Q', '10'];[10];1;['2', '2'];[2];1;0;
['Q', '10', 'A'];20;1;['2', '2', 'J'];4;1;0;
['Q', '10', 'A'];21;0;['2', '2', 'J', 'A'];14;1;0;
['Q', '10', 'A'];21;0;['2', '2', 'J', 'A', '7'];15;1;2;
['9', 'Q'];[9];1;['A', '8'];[1, 10];1;0;
['9', 'Q', '10'];19;0;['A', '8', '4'];18;1;-1;
['3', 'J'];[3];0;['J', 'J'];[10];0;-1;
['A', '8'];[1, 10];1;['9', '2'];[9];1;0;
['A', '8', 'Q'];18;0;['9', '2', '8'];11;1;0;
['A', '8', 'Q'];19;0;['9', '2', '8', '4'];19;1;2;
['9', '8'];[9];1;['K', 'K'];[10];1;0;
['9', '8', '4'];17;1;['K', 'K', '2'];20;0;2;
['4', '5'];[4];1;['4', 'A'];[4];1;0;
['4', '5', 'K'];9;1;['4', 'A', '8'];14;1;0;
['4', '5', 'K', '10'];19;1;['4', 'A', '8', '6'];13;1;-1;
['4', '4'];[4];0;['2', '6'];[2];1;0;
['4', '4'];8;0;['2', '6', '4'];8;0;-1;
['7', '10'];[7];1;['6', 'A'];[6];1;0;
['7', '10', '3'];17;1;['6', 'A', 'J'];16;0;0;
['7', '10', '3', '6'];20;0;['6', 'A', 'J'];17;0;-1;
['3', '3'];[3];1;['6', '4'];[6];1;0;
['3', '3', '5'];6;0;['6', '4', 'K'];10;1;0;
['3', '3', '5'];11;0;['6', '4', 'K', '4'];20;1;2;
['5', '8'];[5];1;['7', '2'];[7];1;0;
['5', '8', '8'];13;1;['7', '2', 'K'];9;1;0;
['5', '8', '8'];21;0;['7', '2', 'K', '3'];19;1;2;
['9', '10'];[9];1;['A', '6'];[1, 10];0;0;
['9', '10', '8'];19;1;['A', '6'];16;0;-1;
['3', '4'];[3];1;['10', '10'];[10];1;0;
['3', '4', '7'];7;1;['10', '10', '10'];20;1;2;
['10', '10'];[10];1;['Q', '3'];[10];1;0;
['10', '10', '2'];20;1;['Q', '3', 'J'];13;0;1;
['2', 'J'];[2];1;['A', '5'];[1, 10];0;0;
['2', 'J', '9'];12;1;['A', '5'];15;0;0;
['2', 'J', '9'];21;0;['A', '5'];15;0;2;
['5', '8'];[5];0;['9', '8'];[9];1;0;
['5', '8'];13;0;['9', '8', '9'];17;1;2;
['8', '2'];[8];1;['A', '2'];[1, 10];0;0;
['8', '2', '8'];10;1;['A', '2'];12;0;0;
['8', '2', '8', '5'];18;0;['A', '2'];12;0;-1;
['9', '3'];[9];1;['3', '8'];[3];0;0;
['9', '3', 'A'];12;0;['3', '8'];11;0;2;
['5', 'Q'];[5];1;['5', '7'];[5];0;0;
['5', 'Q', '5'];15;1;['5', '7'];12;0;0;
['5', 'Q', '5', '5'];20;1;['5', '7'];12;0;-1;
['8', '10'];[8];0;['7', '2'];[7];0;2;
['Q', 'Q'];[10];1;['7', '4'];[7];1;0;
['Q', 'Q', '9'];20;1;['7', '4', '10'];11;1;-1;
['4', '8'];[4];0;['5', '10'];[5];1;0;
['4', '8'];12;0;['5', '10', '10'];15;1;2;
['J', 'A'];[10];1;['5', '2'];[5];1;0;
['J', 'A', '9'];20;0;['5', '2', 'K'];7;0;2;
['10', '5'];[10];1;['4', '7'];[4];1;0;
['10', '5', '4'];15;0;['4', '7', '8'];11;1;0;
['10', '5', '4'];19;0;['4', '7', '8', 'K'];19;1;2;
['5', '6'];[5];1;['J', 'J'];[10];1;0;
['5', '6', '4'];11;1;['J', 'J', 'A'];20;1;0;
['5', '6', '4', '8'];15;1;['J', 'J', 'A'];21;0;-1;
['5', '7'];[5];1;['9', '7'];[9];1;0;
['5', '7', '8'];12;1;['9', '7', '3'];16;1;0;
['5', '7', '8', 'A'];20;1;['9', '7', '3', '5'];19;1;2;
['2', '3'];[2];1;['7', '4'];[7];1;0;
['2', '3', '3'];5;1;['7', '4', 'A'];11;1;0;
['2', '3', '3', '2'];8;0;['7', '4', 'A'];21;0;-1;
['Q', '4'];[10];0;['5', '5'];[5];1;0;
['Q', '4'];14;0;['5', '5', '9'];10;0;-1;
['K', '9'];[10];0;['10', 'A'];[10];0;-1;
['Q', '4'];[10];0;['7', 'J'];[7];1;0;
['Q', '4'];14;0;['7', 'J', 'Q'];17;1;2;
['2', '6'];[2];1;['J', 'K'];[10];1;0;
['2', '6', '5'];8;1;['J', 'K', '6'];20;1;2;
['8', 'K'];[8];0;['J', '6'];[10];0;2;
['A', '9'];[1, 10];1;['A', '5'];[1, 10];1;0;
['A', '9', 'J'];19;1;['A', '5', '5'];15;1;0;
['A', '9', 'J', 'A'];20;1;['A', '5', '5', '3'];20;1;0;
['A', '9', 'J', 'A'];21;0;['A', '5', '5', '3', 'Q'];14;0;2;
['10', 'K'];[10];1;['5', '10'];[5];1;0;
['10', 'K', '10'];20;1;['5', '10', '9'];15;0;1;
['J', '8'];[10];1;['5', '9'];[5];1;0;
['J', '8', '10'];18;1;['5', '9', '3'];14;0;-1;
['J', 'J'];[10];1;['J', '7'];[10];0;0;
['J', 'J', '5'];20;1;['J', '7'];17;0;-1;
['2', '9'];[2];1;['5', '2'];[5];0;0;
['2', '9', '3'];11;1;['5', '2'];7;0;0;
['2', '9', '3', '2'];14;1;['5', '2'];7;0;0;
['2', '9', '3', '2', '8'];16;1;['5', '2'];7;0;-1;
['4', '7'];[4];1;['K', 'J'];[10];1;0;
['4', '7', '10'];11;1;['K', 'J', 'K'];20;1;2;
['K', 'K'];[10];1;['Q', '3'];[10];1;0;
['K', 'K', '4'];20;0;['Q', '3', 'A'];13;1;-1;
['Q', '5'];[10];0;['A', 'A'];[1, 10];1;0;
['Q', '5'];15;0;['A', 'A', 'A'];20;1;0;
['Q', '5'];15;0;['A', 'A', 'A'];21;0;-1;
['A', 'A'];[1, 10];1;['Q', 'K'];[10];0;0;
['A', 'A', '2'];20;1;['Q', 'K'];20;0;0;
['A', 'A', '2', 'Q'];13;0;['Q', 'K'];20;0;-1;
['3', '2'];[3];1;['J', '10'];[10];1;0;
['3', '2', 'K'];5;1;['J', '10', 'J'];20;1;2;
['5', 'K'];[5];1;['7', '4'];[7];1;0;
['5', 'K', '4'];15;1;['7', '4', 'Q'];11;1;0;
['5', 'K', '4', '6'];19;1;['7', '4', 'Q'];21;0;-1;
['K', 'A'];[10];1;['9', '9'];[9];1;0;
['K', 'A', 'A'];20;1;['9', '9', '7'];18;1;2;
['9', 'Q'];[9];1;['7', '9'];[7];1;0;
['9', 'Q', '3'];19;1;['7', '9', '7'];16;1;1;
['9', '5'];[9];1;['Q', '8'];[10];0;0;
['9', '5', '8'];14;1;['Q', '8'];18;0;-1;
['A', '3'];[1, 10];1;['7', '7'];[7];0;0;
['A', '3', 'A'];13;1;['7', '7'];14;0;0;
['A', '3', 'A', '8'];14;1;['7', '7'];14;0;0;
['A', '3', 'A', '8', 'K'];13;0;['7', '7'];14;0;-1;
['2', '10'];[2];1;['3', 'Q'];[3];0;0;
['2', '10', '3'];12;0;['3', 'Q'];13;0;2;
['9', '9'];[9];0;['8', 'A'];[8];1;0;
['9', '9'];18;0;['8', 'A', '2'];18;0;-1;
['3', '6'];[3];1;['K', '7'];[10];1;0;
['3', '6', '10'];9;1;['K', '7', '3'];17;1;0;
['3', '6', '10', '2'];19;1;['K', '7', '3', 'A'];20;1;0;
['3', '6', '10', '2'];21;0;['K', '7', '3', 'A'];21;0;1;
['K', '2'];[10];1;['10', '6'];[10];1;0;
['K', '2', '2'];12;1;['10', '6', '10'];16;1;2;
['3', '10'];[3];0;['8', '5'];[8];1;0;
['3', '10'];13;0;['8', '5', '8'];13;1;0;
['3', '10'];13;0;['8', '5', '8'];21;0;-1;
['7', '3'];[7];1;['8', 'J'];[8];1;0;
['7', '3', '8'];10;1;['8', 'J', '2'];18;1;0;
['7', '3', '8', '3'];18;0;['8', 'J', '2', '7'];20;0;2;
['10', '10'];[10];1;['7', 'Q'];[7];1;0;
['10', '10', '5'];20;1;['7', 'Q', 'J'];17;0;1;
['A', 'A'];[1, 10];1;['7', '4'];[7];1;0;
['A', 'A', '8'];20;0;['7', '4', '7'];11;1;0;
['A', 'A', '8'];19;0;['7', '4', '7', 'K'];18;1;2;
['4', '9'];[4];1;['K', '8'];[10];1;0;
['4', '9', '6'];13;1;['K', '8', '4'];18;1;2;
['J', '10'];[10];0;['K', '10'];[10];1;0;
['J', '10'];20;0;['K', '10', '10'];20;1;2;
['5', 'Q'];[5];0;['8', '7'];[8];1;0;
['5', 'Q'];15;0;['8', '7', '3'];15;1;0;
['5', 'Q'];15;0;['8', '7', '3', '6'];18;0;2;
['9', 'K'];[9];1;['5', '3'];[5];0;0;
['9', 'K', '9'];19;0;['5', '3'];8;0;-1;
['6', '3'];[6];1;['2', '7'];[2];1;0;
['6', '3', 'Q'];9;1;['2', '7', 'J'];9;1;0;
['6', '3', 'Q', 'J'];19;1;['2', '7', 'J', 'Q'];19;0;1;
['J', '6'];[10];1;['5', '4'];[5];1;0;
['J', '6', '10'];16;0;['5', '4', '7'];9;1;-1;
['7', '9'];[7];0;['5', '7'];[5];1;0;
['7', '9'];16;0;['5', '7', '8'];12;1;0;
['7', '9'];16;0;['5', '7', '8', '10'];20;1;2;
['Q', '2'];[10];1;['8', '3'];[8];1;0;
['Q', '2', 'J'];12;1;['8', '3', '2'];11;1;-1;
['7', 'J'];[7];1;['8', '3'];[8];1;0;
['7', 'J', 'Q'];17;0;['8', '3', '4'];11;1;-1;
['7', '5'];[7];1;['K', '6'];[10];1;0;
['7', '5', '7'];12;1;['K', '6', '4'];16;0;0;
['7', '5', '7', '8'];19;1;['K', '6', '4'];20;0;-1;
['4', 'K'];[4];0;['10', '2'];[10];0;2;
['10', '5'];[10];1;['4', '4'];[4];1;0;
['10', '5', '10'];15;1;['4', '4', 'A'];8;1;-1;
['8', 'Q'];[8];1;['8', '8'];[8];1;0;
['8', 'Q', '6'];18;1;['8', '8', '8'];16;1;1;
['6', '7'];[6];1;['J', '3'];[10];1;0;
['6', '7', '8'];13;1;['J', '3', '8'];13;1;0;
['6', '7', '8'];21;0;['J', '3', '8'];21;0;1;
['J', '6'];[10];1;['2', 'Q'];[2];1;0;
['J', '6', '8'];16;1;['2', 'Q', '8'];12;1;-1;
['5', '3'];[5];1;['6', '3'];[6];1;0;
['5', '3', '5'];8;0;['6', '3', '5'];9;0;-1;
['A', '2'];[1, 10];1;['10', 'J'];[10];1;0;
['A', '2', '3'];12;1;['10', 'J', '4'];20;0;2;
['K', '10'];[10];1;['7', '9'];[7];0;0;
['K', '10', '10'];20;1;['7', '9'];16;0;-1;
['8', '10'];[8];1;['Q', 'Q'];[10];1;0;
['8', '10', '9'];18;1;['Q', 'Q', 'J'];20;0;1;
['K', '3'];[10];1;['4', '5'];[4];1;0;
['K', '3', 'A'];13;1;['4', '5', 'K'];9;1;0;
['K', '3', 'A', 'K'];14;0;['4', '5', 'K', 'A'];19;0;-1;
['9', '8'];[9];1;['10', '4'];[10];1;0;
['9', '8', 'A'];17;0;['10', '4', 'K'];14;1;2;
['9', '7'];[9];1;['J', 'J'];[10];1;0;
['9', '7', 'J'];16;1;['J', 'J', '4'];20;0;1;
['3', 'J'];[3];1;['A', '3'];[1, 10];1;0;
['3', 'J', 'Q'];13;0;['A', '3', '7'];13;0;-1;
['2', 'A'];[2];1;['Q', '10'];[10];1;0;
['2', 'A', 'K'];12;1;['Q', '10', 'K'];20;0;2;
['9', '7'];[9];1;['10', '3'];[10];1;0;
['9', '7', '2'];16;1;['10', '3', '9'];13;0;2;
['Q', '6'];[10];1;['3', '2'];[3];1;0;
['Q', '6', 'A'];16;1;['3', '2', '4'];5;1;0;
['Q', '6', 'A', '2'];17;1;['3', '2', '4', '5'];9;1;0;
['Q', '6', 'A', '2', '6'];19;0;['3', '2', '4', '5', '3'];14;1;-1;
['10', '10'];[10];0;['10', '3'];[10];1;0;
['10', '10'];20;0;['10', '3', 'J'];13;1;2;
['10', '2'];[10];1;['7', 'A'];[7];1;0;
['10', '2', 'A'];12;0;['7', 'A', 'A'];17;1;0;
['10', '2', 'A'];13;0;['7', 'A', 'A', '6'];18;1;0;
['10', '2', 'A'];13;0;['7', 'A', 'A', '6', '9'];15;1;2;
['Q', '3'];[10];0;['9', '3'];[9];1;0;
['Q', '3'];13;0;['9', '3', '9'];12;0;-1;
['8', '8'];[8];1;['A', '2'];[1, 10];1;0;
['8', '8', '6'];16;0;['A', '2', '5'];12;0;-1;
['K', 'A'];[10];1;['5', '6'];[5];1;0;
['K', 'A', '4'];20;1;['5', '6', 'A'];11;0;0;
['K', 'A', '4', '5'];15;1;['5', '6', 'A'];21;0;0;
['K', 'A', '4', '5', '2'];20;1;['5', '6', 'A'];21;0;-1;
['10', 'Q'];[10];1;['Q', '6'];[10];1;0;
['10', 'Q', '2'];20;1;['Q', '6', 'Q'];16;1;1;
['2', '8'];[2];1;['3', 'J'];[3];1;0;
['2', '8', '4'];10;0;['3', 'J', 'A'];13;1;0;
['2', '8', '4'];14;0;['3', 'J', 'A', '2'];14;0;-1;
['3', '7'];[3];1;['7', '9'];[7];1;0;
['3', '7', '5'];10;0;['7', '9', '5'];16;1;0;
['3', '7', '5'];15;0;['7', '9', '5'];21;0;-1;
['6', 'J'];[6];1;['10', '9'];[10];1;0;
['6', 'J', 'K'];16;1;['10', '9', '2'];19;1;-1;
['Q', 'A'];[10];1;['9', '6'];[9];1;0;
['Q', 'A', '8'];20;1;['9', '6', '5'];15;1;0;
['Q', 'A', '8', 'A'];19;0;['9', '6', '5', 'A'];20;1;0;
['Q', 'A', '8', 'A'];20;0;['9', '6', '5', 'A'];21;0;-1;
['4', 'J'];[4];0;['Q', 'A'];[10];1;0;
['4', 'J'];14;0;['Q', 'A', 'J'];20;1;0;
['4', 'J'];14;0;['Q', 'A', 'J'];21;0;-1;
['10', 'J'];[10];1;['10', '2'];[10];0;0;
['10', 'J', 'Q'];20;0;['10', '2'];12;0;-1;
['2', 'J'];[2];1;['2', '5'];[2];1;0;
['2', 'J', '3'];12;1;['2', '5', '8'];7;1;0;
['2', 'J', '3', 'A'];15;0;['2', '5', '8', '8'];15;1;2;
['Q', '7'];[10];1;['3', '6'];[3];0;0;
['Q', '7', 'Q'];17;1;['3', '6'];9;0;-1;
['7', '10'];[7];1;['8', 'J'];[8];1;0;
['7', '10', '8'];17;0;['8', 'J', '4'];18;1;1;
['A', 'A'];[1, 10];1;['2', '10'];[2];0;0;
['A', 'A', '5'];20;1;['2', '10'];12;0;0;
['A', 'A', '5', '4'];16;1;['2', '10'];12;0;0;
['A', 'A', '5', '4', '10'];20;1;['2', '10'];12;0;0;
['A', 'A', '5', '4', '10'];21;0;['2', '10'];12;0;2;
['4', '4'];[4];0;['4', '9'];[4];1;0;
['4', '4'];8;0;['4', '9', 'J'];13;1;2;
['3', '8'];[3];1;['2', 'A'];[2];1;0;
['3', '8', '2'];11;0;['2', 'A', 'K'];12;1;0;
['3', '8', '2'];13;0;['2', 'A', 'K', '7'];13;0;-1;
['9', '2'];[9];1;['2', '8'];[2];1;0;
['9', '2', '8'];11;0;['2', '8', '9'];10;0;1;
['3', '9'];[3];1;['2', 'Q'];[2];1;0;
['3', '9', '2'];12;1;['2', 'Q', '9'];12;1;0;
['3', '9', '2', '6'];14;1;['2', 'Q', '9'];21;0;0;
['3', '9', '2', '6', '7'];20;1;['2', 'Q', '9'];21;0;-1;
['7', '5'];[7];0;['J', 'A'];[10];0;-1;
['K', 'J'];[10];1;['2', '9'];[2];0;0;
['K', 'J', '4'];20;1;['2', '9'];11;0;-1;
['5', '7'];[5];1;['5', '10'];[5];1;0;
['5', '7', '3'];12;1;['5', '10', '7'];15;1;2;
['K', '8'];[10];0;['10', '2'];[10];1;0;
['K', '8'];18;0;['10', '2', '6'];12;0;1;
['3', 'K'];[3];1;['Q', '4'];[10];1;0;
['3', 'K', '4'];13;1;['Q', '4', '4'];14;0;0;
['3', 'K', '4', 'Q'];17;1;['Q', '4', '4'];18;0;-1;
['A', '8'];[1, 10];0;['7', '9'];[7];1;0;
['A', '8'];18;0;['7', '9', 'Q'];16;1;2;
['9', '4'];[9];1;['10', '9'];[10];0;0;
['9', '4', '3'];13;1;['10', '9'];19;0;0;
['9', '4', '3', '4'];16;0;['10', '9'];19;0;2;
['5', '9'];[5];0;['K', '8'];[10];1;0;
['5', '9'];14;0;['K', '8', '9'];18;1;2;
['7', '3'];[7];1;['6', '6'];[6];1;0;
['7', '3', 'Q'];10;0;['6', '6', 'Q'];12;1;2;
['10', 'J'];[10];0;['Q', '3'];[10];1;0;
['10', 'J'];20;0;['Q', '3', '8'];13;1;0;
['10', 'J'];20;0;['Q', '3', '8'];21;0;-1;
['K', '4'];[10];1;['2', '5'];[2];0;0;
['K', '4', '8'];14;0;['2', '5'];7;0;-1;
['3', '5'];[3];1;['A', '9'];[1, 10];1;0;
['3', '5', 'Q'];8;0;['A', '9', 'K'];19;1;0;
['3', '5', 'Q'];18;0;['A', '9', 'K', '3'];20;1;2;
